Registration date;Total usage time;Pets;Carpet score;Sent for repair;Failure date;Battery status;Impact status;IR status
13Apr2019;251;0;2;NO;---;---;---;---
23Feb2016;1084;0;3;NO;---;---;---;---
17Dec2018;124;0;4;NO;---;---;---;---
27Mar2018;200;0;4;NO;---;---;---;---
13Feb2017;1404;0;4;NO;---;---;---;---
23Jun2015;1783;1;4;YES;14Feb2017;Damage;OK;OK
7Jan2015;2676;1;2;YES;2Mar2019;Damage;OK;OK
27Aug2017;342;0;4;NO;---;---;---;---
15Aug2017;2461;1;3;NO;---;---;---;---
25Jan2016;1006;0;2;NO;---;---;---;---
2Aug2018;540;0;1;NO;---;---;---;---
22Oct2019;92;0;2;NO;---;---;---;---
4Aug2017;1694;1;2;NO;---;---;---;---
15Nov2015;2222;0;1;NO;---;---;---;---
24Oct2017;1174;1;4;NO;---;---;---;---
18Oct2018;546;1;3;NO;---;---;---;---
2May2018;730;0;2;NO;---;---;---;---
15Feb2016;684;0;1;YES;9Sep2018;Damage;OK;OK
23Sep2016;1434;0;1;NO;---;---;---;---
7Aug2016;1174;0;2;NO;---;---;---;---
11Jul2019;193;0;1;NO;---;---;---;---
30Dec2015;880;1;4;YES;11May2019;Damage;OK;OK
28May2018;1335;1;4;NO;---;---;---;---
9Sep2015;955;0;2;YES;1Apr2019;Damage;OK;OK
15Jul2015;980;0;3;NO;---;---;---;---
19Jun2015;1810;0;2;NO;---;---;---;---
1Aug2019;177;0;2;NO;---;---;---;---
20May2016;1613;1;2;YES;24Apr2018;Damage;OK;OK
6Jun2019;171;0;2;NO;---;---;---;---
12Nov2018;809;1;2;NO;---;---;---;---
22Dec2018;913;1;3;NO;---;---;---;---
11Jan2016;2295;1;4;NO;---;---;---;---
30Mar2015;2976;1;5;YES;1Nov2017;Damage;OK;OK
12Mar2015;1859;0;4;YES;4Jul2019;OK;OK;OK
3Jun2016;1579;0;4;NO;---;---;---;---
28Sep2016;888;0;1;NO;---;---;---;---
8Sep2018;194;0;6;NO;---;---;---;---
4Apr2016;1286;0;5;YES;21Aug2019;Damage;OK;OK
2Aug2017;1918;1;2;NO;---;---;---;---
18Oct2018;1153;1;6;NO;---;---;---;---
7Mar2018;769;0;1;NO;---;---;---;---
8Jan2016;1793;1;3;YES;14Jun2018;Damage;OK;OK
19Dec2019;11;0;4;NO;---;---;---;---
1Jan2015;2454;1;4;YES;28Nov2018;Damage;Damage;OK
13Jan2016;2253;1;1;YES;3Sep2018;Damage;OK;OK
3Mar2018;507;0;1;NO;---;---;---;---
1Feb2015;1828;0;2;YES;30Oct2019;Damage;OK;OK
18Feb2015;1697;0;2;YES;15Aug2018;Damage;OK;OK
14Jan2018;513;0;2;NO;---;---;---;---
7Nov2017;865;0;2;NO;---;---;---;---
24Mar2016;1823;0;3;NO;---;---;---;---
7Aug2019;63;0;6;NO;---;---;---;---
12May2018;791;1;3;NO;---;---;---;---
24Mar2018;334;0;2;YES;29Oct2018;OK;OK;Damage
16Jan2016;2840;1;1;YES;20Aug2018;OK;Damage;OK
27May2017;895;1;4;YES;14Jun2018;Damage;OK;OK
7Dec2019;24;0;2;NO;---;---;---;---
19Dec2019;18;0;3;NO;---;---;---;---
3Apr2017;1060;0;3;NO;---;---;---;---
29Jul2018;950;1;2;NO;---;---;---;---
1Aug2016;1128;0;4;NO;---;---;---;---
3Mar2019;291;0;3;NO;---;---;---;---
3Mar2017;1641;0;3;NO;---;---;---;---
24Dec2019;6;0;7;NO;---;---;---;---
11Jan2019;943;1;1;NO;---;---;---;---
6Jun2017;2429;1;4;NO;---;---;---;---
10Sep2017;381;0;3;NO;---;---;---;---
14Sep2016;1421;0;2;NO;---;---;---;---
5Apr2015;3042;1;1;YES;18Feb2018;OK;Damage;OK
17Apr2017;2086;1;4;NO;---;---;---;---
28Jun2017;1817;1;4;YES;30Jul2019;Damage;OK;OK
31May2016;505;0;3;NO;---;---;---;---
18Nov2018;400;0;3;NO;---;---;---;---
8Jul2016;1498;0;2;NO;---;---;---;---
30Jul2017;863;0;4;NO;---;---;---;---
22May2017;818;0;4;NO;---;---;---;---
4Nov2018;227;0;2;NO;---;---;---;---
27Oct2015;1616;0;1;NO;---;---;---;---
17Mar2017;2582;1;2;NO;---;---;---;---
13Aug2017;822;0;3;YES;19Dec2019;OK;OK;Damage
20May2017;1368;0;4;NO;---;---;---;---
15Aug2017;687;0;3;NO;---;---;---;---
5Jun2018;561;0;3;NO;---;---;---;---
4Oct2016;646;0;3;NO;---;---;---;---
14Mar2019;296;0;5;NO;---;---;---;---
11Aug2019;153;0;4;NO;---;---;---;---
14Jul2015;1559;0;3;NO;---;---;---;---
13Jan2016;1010;0;1;NO;---;---;---;---
7Jun2017;872;0;4;NO;---;---;---;---
14Aug2016;1068;0;1;NO;---;---;---;---
11May2017;1474;1;2;NO;---;---;---;---
6Dec2017;1539;1;2;NO;---;---;---;---
13Feb2016;1248;0;4;NO;---;---;---;---
2Sep2018;341;0;4;NO;---;---;---;---
2Oct2015;1091;0;2;YES;15Jan2018;Damage;OK;OK
27Jun2018;1027;1;2;NO;---;---;---;---
27Apr2016;2137;1;5;YES;2Oct2018;Damage;OK;OK
17Feb2017;846;0;3;NO;---;---;---;---
10Aug2018;413;0;2;NO;---;---;---;---
16May2017;1050;1;3;NO;---;---;---;---
10Sep2016;1434;0;1;NO;---;---;---;---
15Mar2016;1520;0;2;YES;27Aug2019;Damage;OK;OK
30Jan2016;1051;0;1;NO;---;---;---;---
17Mar2016;2200;0;3;NO;---;---;---;---
28Oct2017;1041;1;1;NO;---;---;---;---
25Jul2018;888;1;2;NO;---;---;---;---
17Jul2015;1457;0;3;YES;23Sep2018;Damage;OK;OK
5Aug2017;773;0;5;NO;---;---;---;---
6Apr2019;219;0;2;NO;---;---;---;---
28Jul2018;880;0;1;NO;---;---;---;---
27Jul2016;1790;0;2;NO;---;---;---;---
31Jul2015;1410;0;2;YES;9Apr2018;Damage;OK;OK
15Nov2017;1226;0;3;YES;28Sep2019;Damage;OK;OK
27Feb2019;386;0;3;NO;---;---;---;---
8Aug2017;2251;1;2;NO;---;---;---;---
21Jun2018;613;1;1;NO;---;---;---;---
1Jul2017;657;0;2;NO;---;---;---;---
8Oct2016;1236;0;1;NO;---;---;---;---
28Oct2019;39;0;2;NO;---;---;---;---
12Aug2019;209;1;1;NO;---;---;---;---
9Jan2016;787;0;6;NO;---;---;---;---
10Oct2019;182;1;3;NO;---;---;---;---
15May2019;290;0;2;NO;---;---;---;---
27Jun2018;172;0;3;NO;---;---;---;---
24Jul2017;2096;1;3;NO;---;---;---;---
27May2017;1420;0;5;NO;---;---;---;---
4Jan2016;995;0;2;YES;7Jun2018;OK;OK;Damage
3Jul2015;1722;0;1;NO;---;---;---;---
12May2017;610;0;5;NO;---;---;---;---
24Jul2016;970;0;3;NO;---;---;---;---
11Nov2018;334;0;2;NO;---;---;---;---
4Jul2019;169;0;3;NO;---;---;---;---
4Sep2016;1199;0;3;NO;---;---;---;---
13Feb2019;264;0;2;NO;---;---;---;---
6Feb2016;3313;1;2;NO;---;---;---;---
30Oct2018;346;0;2;NO;---;---;---;---
20Oct2017;819;0;2;NO;---;---;---;---
12Feb2017;2096;1;3;NO;---;---;---;---
12Mar2019;147;0;2;NO;---;---;---;---
8Jun2016;1443;0;4;NO;---;---;---;---
9May2017;1037;0;2;NO;---;---;---;---
26Nov2018;245;0;2;NO;---;---;---;---
1Jun2015;1726;0;5;NO;---;---;---;---
21Dec2016;1480;0;3;NO;---;---;---;---
24Jun2015;3271;1;2;YES;29Dec2018;OK;Damage;OK
1Sep2015;2022;0;1;NO;---;---;---;---
8Feb2016;1422;0;1;NO;---;---;---;---
15May2016;1384;0;4;NO;---;---;---;---
30Jun2016;2029;0;3;NO;---;---;---;---
15Nov2016;1858;1;5;NO;---;---;---;---
16Jun2017;703;0;5;NO;---;---;---;---
24May2019;257;0;5;NO;---;---;---;---
29Sep2018;526;0;2;NO;---;---;---;---
11Oct2019;74;0;6;NO;---;---;---;---
29Aug2016;807;0;3;NO;---;---;---;---
13Feb2019;308;0;4;NO;---;---;---;---
31Aug2015;2903;1;1;YES;12May2018;OK;Damage;OK
16Aug2015;1173;0;3;YES;22Jan2018;Damage;OK;OK
22Aug2018;531;0;2;NO;---;---;---;---
28Sep2017;1414;1;3;NO;---;---;---;---
16Jan2018;983;1;2;NO;---;---;---;---
13Aug2015;2390;1;2;YES;20Nov2018;Damage;OK;OK
20May2019;229;0;2;NO;---;---;---;---
19Mar2019;687;1;2;NO;---;---;---;---
26Mar2015;2474;0;2;NO;---;---;---;---
15Jul2018;636;0;2;NO;---;---;---;---
3Sep2017;404;0;2;YES;25Aug2018;OK;OK;Damage
23Sep2019;124;0;5;NO;---;---;---;---
24Jul2019;97;0;3;NO;---;---;---;---
12Apr2017;2803;1;4;YES;8Jun2019;Damage;OK;OK
29Oct2018;308;0;5;NO;---;---;---;---
11Jul2017;1492;1;2;NO;---;---;---;---
5Jan2016;2122;0;2;NO;---;---;---;---
2Aug2018;781;1;4;NO;---;---;---;---
3Nov2018;340;1;4;NO;---;---;---;---
13Jul2018;474;0;2;NO;---;---;---;---
16Dec2015;1741;1;3;YES;8Mar2018;OK;OK;Damage
27Jun2016;3341;1;3;YES;30Dec2019;OK;Damage;OK
16Aug2016;1306;1;2;NO;---;---;---;---
10Nov2017;837;0;1;NO;---;---;---;---
31May2019;280;0;4;NO;---;---;---;---
21May2019;394;1;4;NO;---;---;---;---
5Dec2016;2152;1;4;YES;30Dec2019;Damage;OK;OK
9Sep2018;429;0;2;NO;---;---;---;---
25Dec2018;581;1;4;NO;---;---;---;---
15Aug2018;328;0;3;NO;---;---;---;---
4Dec2016;1151;0;2;NO;---;---;---;---
28Jun2016;1503;0;1;NO;---;---;---;---
15Apr2015;1426;1;2;YES;15Jun2017;Damage;OK;OK
15May2018;789;0;2;NO;---;---;---;---
28Dec2015;1206;0;2;YES;3Mar2019;Damage;OK;OK
15Feb2018;486;0;6;NO;---;---;---;---
10Sep2015;2342;0;6;NO;---;---;---;---
12Nov2016;1548;1;5;NO;---;---;---;---
27Jul2016;1318;0;1;NO;---;---;---;---
28Jan2019;489;1;1;NO;---;---;---;---
3Nov2016;828;0;1;YES;26Nov2018;OK;OK;Damage
13Mar2017;925;0;2;NO;---;---;---;---
12Mar2017;723;0;1;NO;---;---;---;---
3Jan2018;600;0;1;NO;---;---;---;---
7Jan2017;1849;0;1;NO;---;---;---;---
16Oct2019;85;0;2;NO;---;---;---;---
8Nov2019;77;1;1;NO;---;---;---;---
28Jul2019;137;0;2;NO;---;---;---;---
1Jun2015;2670;1;5;NO;---;---;---;---
20May2017;729;0;5;YES;12Sep2019;Damage;OK;OK
11Sep2016;832;0;3;NO;---;---;---;---
14May2018;731;0;3;NO;---;---;---;---
8Mar2018;802;0;1;NO;---;---;---;---
19Apr2019;323;0;4;NO;---;---;---;---
28Sep2019;170;0;1;NO;---;---;---;---
14Nov2017;1262;1;4;NO;---;---;---;---
4Sep2017;937;1;2;NO;---;---;---;---
16Sep2019;133;0;1;NO;---;---;---;---
18Jun2019;237;0;2;NO;---;---;---;---
19Jan2017;1106;0;4;NO;---;---;---;---
2Apr2015;3140;1;2;YES;9Sep2019;OK;Damage;OK
22Nov2018;308;0;4;NO;---;---;---;---
18Aug2019;136;0;1;NO;---;---;---;---
20Nov2016;1007;0;3;NO;---;---;---;---
23Mar2016;2557;1;1;YES;11Mar2018;OK;Damage;OK
10Jun2015;1526;0;2;YES;6Aug2018;OK;Damage;OK
15Dec2016;1298;0;2;NO;---;---;---;---
30Nov2015;1451;0;2;YES;6Jan2019;Damage;OK;OK
1Sep2015;825;0;2;NO;---;---;---;---
15Apr2016;1166;0;3;NO;---;---;---;---
7Oct2017;2156;1;2;NO;---;---;---;---
28Sep2015;1663;0;4;NO;---;---;---;---
25Oct2019;101;1;2;NO;---;---;---;---
21Sep2019;142;0;4;NO;---;---;---;---
17Dec2019;11;0;2;NO;---;---;---;---
13Jul2018;1804;1;3;NO;---;---;---;---
15Sep2015;1516;0;4;NO;---;---;---;---
17Jan2015;40;1;4;YES;7Sep2016;Damage;OK;OK
7Jun2018;634;0;2;NO;---;---;---;---
28May2018;514;0;2;NO;---;---;---;---
3Aug2019;143;0;5;NO;---;---;---;---
15Jan2017;2142;1;5;YES;10Jul2019;Damage;OK;OK
10Feb2017;1304;0;3;NO;---;---;---;---
8Sep2017;1261;0;2;NO;---;---;---;---
25Jan2017;2114;1;1;NO;---;---;---;---
28Jun2015;1062;1;3;NO;---;---;---;---
25Nov2016;3012;1;1;YES;12Jun2019;OK;Damage;OK
28Dec2015;949;0;4;YES;25Mar2019;OK;OK;Damage
16Aug2018;456;0;4;NO;---;---;---;---
21Jan2015;929;0;2;YES;18Feb2019;OK;OK;OK
5Aug2019;203;0;3;NO;---;---;---;---
2Jul2019;335;1;1;NO;---;---;---;---
9Oct2018;304;0;3;NO;---;---;---;---
5Oct2019;63;0;4;NO;---;---;---;---
16Feb2018;872;0;1;NO;---;---;---;---
12Apr2018;654;0;4;NO;---;---;---;---
27Nov2016;1163;0;3;YES;6Sep2019;Damage;OK;OK
30Apr2015;2942;1;3;YES;26Apr2019;OK;Damage;OK
15Jun2018;625;0;3;NO;---;---;---;---
21Aug2015;1479;1;7;YES;18Aug2017;Damage;OK;OK
15Jun2016;381;0;2;NO;---;---;---;---
28Feb2018;549;0;1;NO;---;---;---;---
13Dec2016;1167;0;2;NO;---;---;---;---
9May2015;3420;1;1;YES;24Mar2019;OK;Damage;OK
26Apr2019;311;0;5;NO;---;---;---;---
4Dec2016;1133;0;3;NO;---;---;---;---
9May2018;478;0;3;NO;---;---;---;---
8Feb2015;2546;0;1;YES;28Apr2019;Damage;OK;OK
22Dec2017;691;0;3;NO;---;---;---;---
19May2016;1499;0;2;NO;---;---;---;---
29Dec2016;1019;0;5;NO;---;---;---;---
24Sep2015;1966;0;1;NO;---;---;---;---
13Feb2019;406;0;1;NO;---;---;---;---
14Sep2015;1052;0;4;NO;---;---;---;---
18Jul2019;169;0;3;NO;---;---;---;---
2Jul2019;388;1;2;NO;---;---;---;---
18Dec2015;973;0;1;YES;20May2019;Damage;OK;OK
29Aug2017;764;0;4;NO;---;---;---;---
11Aug2017;1338;1;2;NO;---;---;---;---
20Oct2015;1053;0;2;YES;29Nov2019;Damage;OK;OK
6Aug2017;867;0;3;NO;---;---;---;---
14Feb2016;1366;0;3;YES;22Nov2018;Damage;OK;OK
29May2016;1165;1;1;YES;19Jul2018;OK;OK;Damage
8Jul2017;689;0;2;NO;---;---;---;---
18Oct2015;2285;1;1;YES;1Sep2017;OK;Damage;OK
9Aug2019;113;0;4;NO;---;---;---;---
30Jun2017;1975;1;2;NO;---;---;---;---
28Jan2018;921;1;2;NO;---;---;---;---
20Sep2018;604;0;3;NO;---;---;---;---
31Jan2018;774;0;2;NO;---;---;---;---
26Aug2019;312;1;3;NO;---;---;---;---
27May2015;1545;1;2;YES;14Sep2017;Damage;OK;OK
21Feb2015;788;1;3;NO;---;---;---;---
15Sep2017;1254;1;2;YES;7Mar2019;Damage;OK;OK
16Mar2016;1334;0;4;YES;5Sep2018;Damage;OK;OK
23Mar2018;1199;1;1;NO;---;---;---;---
20Nov2016;1387;0;2;NO;---;---;---;---
27Mar2015;1199;0;2;NO;---;---;---;---
29Mar2015;2192;0;4;NO;---;---;---;---
25Oct2019;104;1;3;NO;---;---;---;---
18Feb2016;2371;1;3;NO;---;---;---;---
21Jan2015;286;0;2;YES;11Jan2016;OK;OK;Damage
3Feb2016;1585;0;3;NO;---;---;---;---
13Apr2015;1483;0;3;YES;19Apr2019;Damage;OK;OK
5Mar2016;2633;1;2;NO;---;---;---;---
5Jan2017;1232;1;4;NO;---;---;---;---
27Jan2015;1888;1;3;YES;24Nov2017;Damage;OK;OK
22Oct2016;1284;0;3;NO;---;---;---;---
3Dec2017;1079;0;3;NO;---;---;---;---
11Jan2018;948;0;2;NO;---;---;---;---
26Apr2016;1548;0;3;NO;---;---;---;---
17May2018;675;0;3;NO;---;---;---;---
5Sep2019;223;1;2;NO;---;---;---;---
7Jan2015;718;0;3;YES;6Sep2017;OK;OK;Damage
8Dec2018;850;1;1;NO;---;---;---;---
13Jan2019;531;1;2;NO;---;---;---;---
14May2015;576;0;3;YES;1Jan2017;Damage;OK;OK
1Nov2017;1211;0;4;NO;---;---;---;---
11Sep2017;534;0;2;NO;---;---;---;---
9Sep2015;1199;0;6;NO;---;---;---;---
19May2016;1518;0;1;NO;---;---;---;---
4Oct2016;1472;0;2;NO;---;---;---;---
24Jan2019;449;1;4;NO;---;---;---;---
10Nov2015;1593;0;3;YES;27May2019;Damage;OK;OK
9Aug2017;961;0;4;NO;---;---;---;---
28Oct2018;1024;1;1;NO;---;---;---;---
11Jun2016;3005;1;2;NO;---;---;---;---
8Mar2017;1334;0;3;NO;---;---;---;---
7May2018;900;1;3;NO;---;---;---;---
9Mar2015;2312;0;3;YES;4Aug2019;Damage;OK;OK
20Oct2017;961;0;1;NO;---;---;---;---
30Aug2019;156;0;3;NO;---;---;---;---
4Mar2017;1293;0;2;NO;---;---;---;---
6Sep2019;120;0;3;NO;---;---;---;---
22Nov2019;36;0;2;NO;---;---;---;---
20May2018;1510;1;2;NO;---;---;---;---
28Jun2016;322;0;1;YES;12Jul2017;OK;OK;Damage
16Jan2016;1455;0;4;NO;---;---;---;---
5Aug2016;2372;1;3;YES;13Jun2019;Damage;OK;OK
10Apr2019;231;0;1;NO;---;---;---;---
22Apr2015;568;0;2;YES;14Apr2016;Damage;OK;OK
29Nov2015;207;0;4;YES;20Jul2016;OK;OK;Damage
2Jun2017;1775;1;2;YES;19Jan2019;Damage;OK;OK
9Sep2016;1392;0;1;NO;---;---;---;---
25Jan2019;676;1;3;NO;---;---;---;---
9May2019;118;0;4;NO;---;---;---;---
4Feb2015;919;0;1;YES;16Apr2019;Damage;OK;OK
14Feb2019;409;0;1;NO;---;---;---;---
2Jan2017;969;0;4;YES;25Jun2019;OK;OK;Damage
12May2018;156;0;2;NO;---;---;---;---
5Aug2015;1454;0;3;NO;---;---;---;---
19May2017;819;0;3;NO;---;---;---;---
17Aug2019;86;0;3;NO;---;---;---;---
15Nov2017;810;0;5;NO;---;---;---;---
25Jul2019;140;0;4;NO;---;---;---;---
11Oct2018;322;0;3;NO;---;---;---;---
26Feb2018;1966;1;5;NO;---;---;---;---
21Dec2018;342;0;3;YES;6Nov2019;OK;OK;Damage
14Aug2019;53;0;5;NO;---;---;---;---
28Oct2015;1995;0;2;NO;---;---;---;---
19Dec2015;1259;1;4;YES;21Nov2017;Damage;OK;OK
28Jun2015;2945;1;3;YES;28Sep2018;Damage;OK;OK
22Feb2019;692;1;6;NO;---;---;---;---
11Jan2019;559;1;3;NO;---;---;---;---
24May2016;1387;0;3;YES;19May2019;Damage;OK;OK
30Mar2017;956;0;1;NO;---;---;---;---
16Feb2018;467;0;4;NO;---;---;---;---
8Nov2016;1748;1;4;YES;2Aug2019;Damage;OK;OK
29Nov2016;1080;0;3;NO;---;---;---;---
28Jul2019;164;0;3;NO;---;---;---;---
13Dec2016;1565;1;2;NO;---;---;---;---
9May2015;1218;0;3;YES;27Jan2018;OK;OK;Damage
15Jul2018;1067;1;2;NO;---;---;---;---
19Jun2018;535;0;1;NO;---;---;---;---
25Jun2015;888;0;1;NO;---;---;---;---
9Mar2015;1355;0;3;YES;26Jan2019;Damage;OK;OK
2Jan2017;1194;0;3;NO;---;---;---;---
22Jan2015;1494;0;4;NO;---;---;---;---
2Nov2017;903;1;3;NO;---;---;---;---
22Sep2019;122;0;3;NO;---;---;---;---
18Sep2016;1083;0;4;NO;---;---;---;---
22Mar2016;2469;1;3;NO;---;---;---;---
16Sep2017;829;0;4;NO;---;---;---;---
3Aug2015;1713;1;3;YES;29Jun2018;Damage;OK;OK
15Nov2016;1513;0;2;NO;---;---;---;---
21Aug2016;899;0;5;NO;---;---;---;---
26Sep2019;192;1;2;NO;---;---;---;---
21Jul2019;151;1;1;NO;---;---;---;---
24Oct2018;192;0;3;NO;---;---;---;---
16Oct2018;547;0;3;NO;---;---;---;---
29Dec2019;3;0;2;NO;---;---;---;---
25Nov2017;1936;1;4;NO;---;---;---;---
25Jan2016;2072;1;2;YES;17Jun2018;Damage;OK;OK
1Sep2015;2120;1;2;NO;---;---;---;---
17Dec2018;466;0;2;NO;---;---;---;---
28Nov2019;22;0;6;NO;---;---;---;---
29Nov2019;97;1;2;NO;---;---;---;---
18Aug2015;897;0;2;YES;17Apr2017;Damage;OK;OK
2Feb2018;1543;1;3;NO;---;---;---;---
17Apr2019;313;0;3;NO;---;---;---;---
12Sep2015;1412;0;2;NO;---;---;---;---
31Oct2016;1568;0;2;NO;---;---;---;---
14Oct2015;1320;0;1;NO;---;---;---;---
28Mar2017;1080;1;5;NO;---;---;---;---
6Jun2017;1610;1;5;NO;---;---;---;---
2Oct2019;109;0;3;NO;---;---;---;---
11Jul2019;213;0;3;NO;---;---;---;---
13Sep2019;75;0;2;NO;---;---;---;---
13Nov2018;1152;1;1;NO;---;---;---;---
18Jun2015;1577;0;6;YES;28Aug2019;Damage;OK;OK
30Jan2015;1713;0;1;NO;---;---;---;---
31Aug2016;1638;0;4;YES;28Nov2019;Damage;OK;OK
17Mar2016;3539;1;3;YES;29Jan2019;Damage;OK;OK
17Dec2018;448;0;2;NO;---;---;---;---
25Jun2017;459;0;2;NO;---;---;---;---
27Jul2017;2180;1;1;NO;---;---;---;---
13May2015;1308;0;2;YES;4Oct2019;OK;OK;OK
22Sep2016;2338;1;2;YES;28Sep2019;OK;OK;Damage
13Oct2018;292;0;4;NO;---;---;---;---
4Dec2016;1327;0;4;NO;---;---;---;---
13Jan2015;2757;1;3;YES;8Dec2017;OK;Damage;OK
4Aug2018;1102;1;2;NO;---;---;---;---
14Oct2017;2500;1;2;NO;---;---;---;---
8May2015;358;0;3;YES;30May2017;Damage;OK;OK
27Sep2016;1191;1;5;YES;17Apr2018;Damage;OK;OK
24Jan2017;944;0;2;NO;---;---;---;---
23Jul2016;1834;0;4;YES;25Aug2019;Damage;OK;OK
8Sep2018;941;1;3;NO;---;---;---;---
10Dec2016;2476;1;2;NO;---;---;---;---
5Feb2018;651;0;2;NO;---;---;---;---
12Feb2018;357;0;2;NO;---;---;---;---
5Jan2019;421;0;3;NO;---;---;---;---
9Apr2018;502;0;8;NO;---;---;---;---
25May2018;503;0;1;NO;---;---;---;---
20Jan2017;2512;1;1;YES;10Mar2019;OK;Damage;OK
26Apr2018;466;0;1;NO;---;---;---;---
19Feb2015;2851;1;1;YES;30Aug2018;OK;Damage;OK
29Jan2019;647;1;3;NO;---;---;---;---
18May2015;1027;0;2;YES;20Feb2018;Damage;OK;OK
4Jul2019;280;0;2;NO;---;---;---;---
10May2015;1587;0;2;YES;22Dec2019;Damage;OK;OK
15Dec2015;1417;0;3;NO;---;---;---;---
19Nov2018;623;0;3;NO;---;---;---;---
6Jan2016;2875;1;1;YES;25Nov2018;OK;Damage;OK
7Jan2017;2368;1;1;NO;---;---;---;---
25Mar2017;1126;0;4;NO;---;---;---;---
12Jan2018;870;0;1;NO;---;---;---;---
18Nov2017;956;0;4;NO;---;---;---;---
19Apr2015;2288;0;3;YES;22Sep2019;Damage;OK;OK
30Nov2015;2424;1;3;YES;18Sep2019;Damage;OK;OK
24Jun2016;2328;1;3;YES;10Aug2019;OK;Damage;OK
17Nov2016;641;0;6;YES;13Dec2019;Damage;OK;OK
26Jul2018;1454;1;2;NO;---;---;---;---
17Aug2015;1686;0;3;YES;18Aug2019;Damage;OK;OK
22Feb2017;211;0;3;NO;---;---;---;---
25Feb2015;2027;0;4;YES;27Aug2019;Damage;OK;OK
9Apr2017;2551;1;2;NO;---;---;---;---
21Dec2018;432;0;2;NO;---;---;---;---
10May2017;673;0;7;YES;3Oct2018;Damage;OK;OK
7Mar2016;1507;0;4;NO;---;---;---;---
8Jun2019;191;0;1;NO;---;---;---;---
18Aug2015;44;0;1;YES;9Oct2015;OK;OK;Damage
6May2016;1131;1;3;YES;4Jun2019;Damage;OK;OK
31May2019;228;0;2;NO;---;---;---;---
2Oct2018;335;0;2;NO;---;---;---;---
28Jun2015;1868;1;5;YES;13Apr2018;Damage;OK;OK
29Jan2019;226;0;2;NO;---;---;---;---
17Apr2019;403;0;2;NO;---;---;---;---
2Aug2015;1011;0;3;NO;---;---;---;---
8Sep2015;2910;1;1;YES;20Apr2018;OK;Damage;OK
28Sep2017;851;0;2;NO;---;---;---;---
18Apr2015;1961;0;4;YES;3Jul2019;OK;OK;OK
23Jun2017;750;0;2;NO;---;---;---;---
14Jan2015;2550;1;2;YES;8Aug2018;Damage;OK;OK
29Mar2019;231;0;2;NO;---;---;---;---
25Apr2015;1516;1;1;NO;---;---;---;---
6Feb2019;875;1;3;NO;---;---;---;---
11Sep2017;1317;0;3;NO;---;---;---;---
30Jun2017;616;0;3;NO;---;---;---;---
10Feb2015;1165;0;5;YES;18Jan2018;Damage;OK;OK
8Oct2017;21;0;2;YES;3Nov2017;OK;OK;Damage
7Aug2018;465;0;1;NO;---;---;---;---
6Mar2016;1234;0;4;NO;---;---;---;---
22Jan2019;377;0;3;NO;---;---;---;---
8Feb2017;1079;0;2;NO;---;---;---;---
28Oct2017;833;0;5;NO;---;---;---;---
4Oct2015;1476;0;1;NO;---;---;---;---
22Dec2015;873;0;3;YES;12Jan2018;Damage;OK;OK
1Nov2015;3008;1;4;YES;21Nov2019;Damage;OK;OK
5Mar2019;654;1;6;NO;---;---;---;---
22Jul2015;1719;0;6;YES;5May2018;Damage;OK;OK
4May2016;2447;1;3;YES;7Nov2019;Damage;OK;OK
29Dec2018;654;1;4;NO;---;---;---;---
29Jun2016;652;0;2;YES;10May2018;OK;OK;Damage
4May2019;333;1;2;NO;---;---;---;---
13Mar2015;2429;0;1;YES;29Nov2019;OK;Damage;OK
12Sep2016;1201;0;1;NO;---;---;---;---
19Jul2016;2846;1;2;YES;25Dec2019;Damage;OK;OK
25Aug2015;1572;0;1;NO;---;---;---;---
13Nov2016;1022;0;3;NO;---;---;---;---
29Apr2017;838;0;6;NO;---;---;---;---
27Mar2015;2882;1;1;YES;14Dec2019;OK;Damage;OK
9Dec2019;71;1;1;NO;---;---;---;---
17Jul2019;233;1;3;NO;---;---;---;---
24Nov2019;48;0;2;NO;---;---;---;---
8Nov2015;2905;1;1;NO;---;---;---;---
20Mar2015;987;0;2;NO;---;---;---;---
18Sep2015;1817;0;5;NO;---;---;---;---
20Oct2016;412;0;1;YES;5Dec2017;OK;OK;Damage
21Sep2017;1198;1;2;NO;---;---;---;---
8Sep2019;230;1;3;NO;---;---;---;---
6Mar2018;1487;1;3;NO;---;---;---;---
4Jun2017;904;0;2;YES;20Apr2019;OK;OK;Damage
6Jun2015;1692;1;2;YES;27Jan2019;OK;OK;Damage
22Sep2019;208;1;4;NO;---;---;---;---
25Sep2016;1950;1;4;NO;---;---;---;---
5Nov2016;1819;1;2;NO;---;---;---;---
13Feb2018;1362;1;2;NO;---;---;---;---
21Aug2018;666;0;2;NO;---;---;---;---
28Dec2015;1087;1;2;YES;8Dec2017;OK;OK;Damage
10Dec2017;690;0;3;NO;---;---;---;---
20Mar2019;657;1;1;NO;---;---;---;---
30Dec2019;1;0;5;NO;---;---;---;---
21Jan2015;1421;0;2;NO;---;---;---;---
8Feb2019;385;0;2;NO;---;---;---;---
11Jan2016;2269;1;1;NO;---;---;---;---
27Jul2015;3535;1;1;NO;---;---;---;---
10Jun2018;898;1;1;NO;---;---;---;---
13May2016;1716;0;2;NO;---;---;---;---
12Feb2019;373;0;3;NO;---;---;---;---
22Mar2018;850;0;4;NO;---;---;---;---
